dataset,scope,page,test_type,chart_id,chart_title,series,category,value
students,Nichols Middle School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,53.0
students,Nichols Middle School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,57.0
students,Nichols Middle School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,48.0
students,Nichols Middle School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,48.0
students,Nichols Middle School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,56.0
students,Nichols Middle School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,56.0
students,Nichols Middle School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,69.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,15.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,24.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,13.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,12.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,5.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,8.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,7.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,6.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,8.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,7.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,8.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,13.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,18.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,6.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,11.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,10.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,11.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,5.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,8.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,7.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,11.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,4.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,9.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,10.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,10.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,7.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,9.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,4.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,3.0
students,Nichols Middle School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,5.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,0-9,24.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,10-19,29.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,20-29,22.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,30-39,32.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,40-49,42.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,50-59,50.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,60-69,49.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,70-79,82.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,80-89,99.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,90-99,136.0
students,Nichols Middle School,assessments,i-Ready Math,ast-graph-3,"i-Ready Math — Percent Progress to Annual Typical Growth (counts, 10-pt bins)",,0-9,565.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,30-39,1.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,40-49,1.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,50-59,1.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,60-69,1.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,70-79,1.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,80-89,36.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,90-99,130.0
students,Oakton Elementary School,attendance,,att-distribution,"Attendance Rate Distribution (counts, 10-pt bins)",,100+,196.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,14.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,20.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,15.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,13.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,19.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,11.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,12.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,19.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,19.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,39.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,15.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,13.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,10.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,16.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,19.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,15.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,17.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,13.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,16.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,27.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,20.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,14.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,15.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,13.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,16.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,12.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,22.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,14.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,17.0
students,Oakton Elementary School,assessments,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,27.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,8.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,14.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,16.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,20.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,13.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,18.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,21.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,19.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,22.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,28.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,3.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,6.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,7.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,6.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,11.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,7.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,10.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,14.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,11.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,22.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,4.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,17.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,3.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,14.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,11.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,12.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,11.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,10.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,10.0
students,Oakton Elementary School,assessments,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,9.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,7.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,5.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,6.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,4.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,3.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,2.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,2.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,2.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,3.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,5.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,3.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,2.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,2.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,4.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,4.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,2.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,1.0
students,Oakton Elementary School,assessments,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,1.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,2.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,5.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,5.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,1.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,2.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,8.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,5.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,5.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,7.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,2.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,2.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,1.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,4.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,3.0
students,Oakton Elementary School,assessments,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,5.0
