account,chart_id,chart_title,series,category,value
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2018,197.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2019,217.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2020,156.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2021,195.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2022,193.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2023,145.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2024,132.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2025,129.0
Lincoln,ghg,Annual Carbon Emissions,Scope 2,2026,75.0
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,68185.71
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,72508.41
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,58148.35
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,69299.68
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,65060.36
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,65933.48
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,70107.54
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,79064.65
Lincoln,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,47858.51
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2018,64.41
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2019,65.33
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2020,52.12
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2021,59.16
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2022,67.01
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2023,52.44
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2024,49.51
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2025,54.89
Lincoln,eui,Annual Building Energy Use Intensity (EUI),,2026,32.39
Lincoln,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,22311.87
Lincolnwood,global-use,Annual Utility Usage,Electric,2018,844.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2019,822.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2020,574.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2021,744.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2022,737.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2023,634.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2024,670.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2025,690.0
Lincolnwood,global-use,Annual Utility Usage,Electric,2026,411.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2018,2476.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2019,2406.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2020,1963.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2021,2245.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2022,2733.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2023,2122.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2024,2172.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2025,2519.0
Lincolnwood,global-use,Annual Utility Usage,Natural Gas,2026,1545.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2018,103.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2019,127.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2020,104.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2021,120.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2022,145.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2023,113.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2024,116.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2025,133.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 1,2026,82.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2018,130.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2019,117.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2020,77.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2021,102.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2022,98.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2023,77.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2024,82.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2025,84.0
Lincolnwood,ghg,Annual Carbon Emissions,Scope 2,2026,50.0
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,41667.71
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,42876.02
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,30280.5
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,35132.35
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,41776.57
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,37192.08
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,44574.8
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,50292.73
Lincolnwood,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,33819.21
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2018,54.39
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2019,52.87
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2020,41.56
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2021,48.95
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2022,56.84
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2023,45.15
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2024,46.57
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2025,52.58
Lincolnwood,eui,Annual Building Energy Use Intensity (EUI),,2026,32.06
Lincolnwood,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,2365.35
Nichols,global-use,Annual Utility Usage,Electric,2018,1783.0
Nichols,global-use,Annual Utility Usage,Electric,2019,1801.0
Nichols,global-use,Annual Utility Usage,Electric,2020,1308.0
Nichols,global-use,Annual Utility Usage,Electric,2021,1635.0
Nichols,global-use,Annual Utility Usage,Electric,2022,1615.0
Nichols,global-use,Annual Utility Usage,Electric,2023,1437.0
Nichols,global-use,Annual Utility Usage,Electric,2024,1396.0
Nichols,global-use,Annual Utility Usage,Electric,2025,1361.0
Nichols,global-use,Annual Utility Usage,Electric,2026,779.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2018,3672.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2019,3667.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2020,2925.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2021,3106.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2022,3586.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2023,2812.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2024,2766.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2025,3297.0
Nichols,global-use,Annual Utility Usage,Natural Gas,2026,1899.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2018,155.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2019,194.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2020,155.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2021,166.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2022,190.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2023,150.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2024,147.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2025,175.0
Nichols,ghg,Annual Carbon Emissions,Scope 1,2026,101.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2018,275.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2019,255.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2020,174.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2021,227.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2022,215.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2023,175.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2024,170.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2025,166.0
Nichols,ghg,Annual Carbon Emissions,Scope 2,2026,95.0
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,75466.14
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,77462.31
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,57915.09
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,65003.35
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,68138.3
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,68792.38
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,76675.51
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,82749.35
Nichols,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,47063.47
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2018,55.72
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2019,55.86
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2020,43.25
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2021,48.44
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2022,53.13
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2023,43.41
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2024,42.53
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2025,47.59
Nichols,eui,Annual Building Energy Use Intensity (EUI),,2026,27.36
Nichols,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,20513.92
Oakton,global-use,Annual Utility Usage,Electric,2018,1517.0
Oakton,global-use,Annual Utility Usage,Electric,2019,1499.0
Oakton,global-use,Annual Utility Usage,Electric,2020,1325.0
Oakton,global-use,Annual Utility Usage,Electric,2021,1578.0
Oakton,global-use,Annual Utility Usage,Electric,2022,1570.0
Oakton,global-use,Annual Utility Usage,Electric,2023,1137.0
Oakton,global-use,Annual Utility Usage,Electric,2024,1015.0
Oakton,global-use,Annual Utility Usage,Electric,2025,1038.0
Oakton,global-use,Annual Utility Usage,Electric,2026,594.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2018,3369.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2019,3619.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2020,2916.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2021,3142.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2022,3498.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2023,2850.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2024,2676.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2025,3315.0
Oakton,global-use,Annual Utility Usage,Natural Gas,2026,1999.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2018,180.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2019,191.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2020,155.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2021,168.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2022,185.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2023,152.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2024,142.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2025,176.0
Oakton,ghg,Annual Carbon Emissions,Scope 1,2026,106.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2018,213.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2019,214.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2020,175.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2021,221.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2022,210.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2023,138.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2024,124.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2025,126.0
Oakton,ghg,Annual Carbon Emissions,Scope 2,2026,72.0
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,63945.35
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,66034.35
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,54375.81
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,60864.48
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,65880.05
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,56772.08
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,58776.98
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,66318.58
Oakton,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,40221.28
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2018,51.18
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2019,53.61
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2020,44.42
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2021,49.44
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2022,53.09
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2023,41.76
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2024,38.66
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2025,45.59
Oakton,eui,Annual Building Energy Use Intensity (EUI),,2026,27.16
Oakton,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,16643.77
Orrington,global-use,Annual Utility Usage,Electric,2018,873.0
Orrington,global-use,Annual Utility Usage,Electric,2019,848.0
Orrington,global-use,Annual Utility Usage,Electric,2020,605.0
Orrington,global-use,Annual Utility Usage,Electric,2021,773.0
Orrington,global-use,Annual Utility Usage,Electric,2022,887.0
Orrington,global-use,Annual Utility Usage,Electric,2023,739.0
Orrington,global-use,Annual Utility Usage,Electric,2024,677.0
Orrington,global-use,Annual Utility Usage,Electric,2025,677.0
Orrington,global-use,Annual Utility Usage,Electric,2026,366.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2018,1980.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2019,2099.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2020,1793.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2021,1879.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2022,2313.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2023,1759.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2024,1555.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2025,1925.0
Orrington,global-use,Annual Utility Usage,Natural Gas,2026,1211.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2018,106.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2019,111.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2020,95.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2021,100.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2022,122.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2023,93.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2024,83.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2025,102.0
Orrington,ghg,Annual Carbon Emissions,Scope 1,2026,64.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2018,125.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2019,121.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2020,80.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2021,108.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2022,119.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2023,90.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2024,83.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2025,82.0
Orrington,ghg,Annual Carbon Emissions,Scope 2,2026,44.0
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,39942.37
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,40582.36
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,29179.88
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,34661.28
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,39236.66
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,37484.3
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,40849.0
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,44617.33
Orrington,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,26372.13
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2018,60.78
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2019,62.8
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2020,51.09
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2021,56.51
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2022,68.18
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2023,53.23
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2024,47.55
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2025,55.45
Orrington,eui,Annual Building Energy Use Intensity (EUI),,2026,33.61
Orrington,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,9060.76
Park,global-use,Annual Utility Usage,Electric,2018,796.0
Park,global-use,Annual Utility Usage,Electric,2019,765.0
Park,global-use,Annual Utility Usage,Electric,2020,617.0
Park,global-use,Annual Utility Usage,Electric,2021,749.0
Park,global-use,Annual Utility Usage,Electric,2022,722.0
Park,global-use,Annual Utility Usage,Electric,2023,607.0
Park,global-use,Annual Utility Usage,Electric,2024,618.0
Park,global-use,Annual Utility Usage,Electric,2025,649.0
Park,global-use,Annual Utility Usage,Electric,2026,354.0
Park,global-use,Annual Utility Usage,Natural Gas,2018,1938.0
Park,global-use,Annual Utility Usage,Natural Gas,2019,1956.0
Park,global-use,Annual Utility Usage,Natural Gas,2020,1739.0
Park,global-use,Annual Utility Usage,Natural Gas,2021,1540.0
Park,global-use,Annual Utility Usage,Natural Gas,2022,1596.0
Park,global-use,Annual Utility Usage,Natural Gas,2023,1232.0
Park,global-use,Annual Utility Usage,Natural Gas,2024,1183.0
Park,global-use,Annual Utility Usage,Natural Gas,2025,1486.0
Park,global-use,Annual Utility Usage,Natural Gas,2026,888.0
Park,ghg,Annual Carbon Emissions,Scope 1,2018,83.0
Park,ghg,Annual Carbon Emissions,Scope 1,2019,103.0
Park,ghg,Annual Carbon Emissions,Scope 1,2020,92.0
Park,ghg,Annual Carbon Emissions,Scope 1,2021,82.0
Park,ghg,Annual Carbon Emissions,Scope 1,2022,84.0
Park,ghg,Annual Carbon Emissions,Scope 1,2023,66.0
Park,ghg,Annual Carbon Emissions,Scope 1,2024,63.0
Park,ghg,Annual Carbon Emissions,Scope 1,2025,79.0
Park,ghg,Annual Carbon Emissions,Scope 1,2026,47.0
Park,ghg,Annual Carbon Emissions,Scope 2,2018,123.0
Park,ghg,Annual Carbon Emissions,Scope 2,2019,109.0
Park,ghg,Annual Carbon Emissions,Scope 2,2020,82.0
Park,ghg,Annual Carbon Emissions,Scope 2,2021,104.0
Park,ghg,Annual Carbon Emissions,Scope 2,2022,96.0
Park,ghg,Annual Carbon Emissions,Scope 2,2023,74.0
Park,ghg,Annual Carbon Emissions,Scope 2,2024,75.0
Park,ghg,Annual Carbon Emissions,Scope 2,2025,79.0
Park,ghg,Annual Carbon Emissions,Scope 2,2026,43.0
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,39190.69
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,40767.87
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,31788.32
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,32787.95
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,32914.9
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,32977.29
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,37117.48
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,43433.24
Park,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,25834.45
Park,eui,Annual Building Energy Use Intensity (EUI),,2018,77.31
Park,eui,Annual Building Energy Use Intensity (EUI),,2019,76.93
Park,eui,Annual Building Energy Use Intensity (EUI),,2020,66.62
Park,eui,Annual Building Energy Use Intensity (EUI),,2021,64.7
Park,eui,Annual Building Energy Use Intensity (EUI),,2022,65.53
Park,eui,Annual Building Energy Use Intensity (EUI),,2023,52.02
Park,eui,Annual Building Energy Use Intensity (EUI),,2024,50.91
Park,eui,Annual Building Energy Use Intensity (EUI),,2025,60.38
Park,eui,Annual Building Energy Use Intensity (EUI),,2026,35.13
Park,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,12007.4
Rhodes,global-use,Annual Utility Usage,Electric,2018,895.0
Rhodes,global-use,Annual Utility Usage,Electric,2019,847.0
Rhodes,global-use,Annual Utility Usage,Electric,2020,613.0
Rhodes,global-use,Annual Utility Usage,Electric,2021,777.0
Rhodes,global-use,Annual Utility Usage,Electric,2022,888.0
Rhodes,global-use,Annual Utility Usage,Electric,2023,833.0
Rhodes,global-use,Annual Utility Usage,Electric,2024,839.0
Rhodes,global-use,Annual Utility Usage,Electric,2025,811.0
Rhodes,global-use,Annual Utility Usage,Electric,2026,479.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2018,2461.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2019,2369.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2020,1994.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2021,2012.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2022,2147.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2023,1703.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2024,1693.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2025,2050.0
Rhodes,global-use,Annual Utility Usage,Natural Gas,2026,1150.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2018,106.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2019,125.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2020,106.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2021,107.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2022,114.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2023,91.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2024,90.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2025,109.0
Rhodes,ghg,Annual Carbon Emissions,Scope 1,2026,61.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2018,137.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2019,120.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2020,82.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2021,107.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2022,118.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2023,101.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2024,102.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2025,99.0
Rhodes,ghg,Annual Carbon Emissions,Scope 2,2026,58.0
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,41524.0
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,42909.6
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,31433.39
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,35297.19
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,41705.24
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,43263.52
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,52440.94
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,59483.53
Rhodes,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,33984.8
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2018,66.24
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2019,63.48
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2020,51.46
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2021,55.04
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2022,59.89
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2023,50.06
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2024,49.99
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2025,56.47
Rhodes,eui,Annual Building Energy Use Intensity (EUI),,2026,32.15
Rhodes,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,9503.54
Walker,global-use,Annual Utility Usage,Electric,2018,1071.0
Walker,global-use,Annual Utility Usage,Electric,2019,1066.0
Walker,global-use,Annual Utility Usage,Electric,2020,756.0
Walker,global-use,Annual Utility Usage,Electric,2021,1055.0
Walker,global-use,Annual Utility Usage,Electric,2022,1074.0
Walker,global-use,Annual Utility Usage,Electric,2023,721.0
Walker,global-use,Annual Utility Usage,Electric,2024,717.0
Walker,global-use,Annual Utility Usage,Electric,2025,552.0
Walker,global-use,Annual Utility Usage,Electric,2026,451.0
Walker,global-use,Annual Utility Usage,Natural Gas,2018,2178.0
Walker,global-use,Annual Utility Usage,Natural Gas,2019,2379.0
Walker,global-use,Annual Utility Usage,Natural Gas,2020,1933.0
Walker,global-use,Annual Utility Usage,Natural Gas,2021,2228.0
Walker,global-use,Annual Utility Usage,Natural Gas,2022,2802.0
Walker,global-use,Annual Utility Usage,Natural Gas,2023,2242.0
Walker,global-use,Annual Utility Usage,Natural Gas,2024,2140.0
Walker,global-use,Annual Utility Usage,Natural Gas,2025,2675.0
Walker,global-use,Annual Utility Usage,Natural Gas,2026,1516.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2018,91.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2019,126.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2020,103.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2021,119.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2022,148.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2023,119.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2024,114.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2025,142.0
Walker,ghg,Annual Carbon Emissions,Scope 1,2026,80.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2018,165.0
Walker,ghg,Annual Carbon Emissions,Scope 2,2019,151.0
